ef8a457aa8	නිර්මාතෘවරයා වන මෙන්ඩලියේෆ් මහතා
ef8a68158a	පියාගෙන් පුතාට කිරුල යාම
ef8b0c610f	ඊට අමතරව ජෙදිකාය පොඩි සටනක් දුන්න
ef8b27f909	පිස්සු සෙට් එකක්.
ef8bcdfc2a	මූලික වුන මුල් නිර්මාණය.
ef8be8fd94	පිළිසරණක් වූ අපේ හාමුදුරුවො පවසන
ef8c894e5d	අපි ඒක දැක්කා.
ef8e305829	මෙම ඓතිහාසික මහා සෑ කරවන ලද්දේ
ef8e36a309	ඥාතීන් සමග වාදභේදවලට යොමුවිය හැකි දවසකි.
ef8e747a80	සිටින්නට බැරි නැත
ef8e8130d8	එල එල ඔහොමම යන් ඔහොමම යන්.
ef8e9fe149	හෙට ලොව යහපත් වන බව
ef8f76b083	ටයිම් ඔෆිස් එකට ගිහින් කිව්වොත්
ef8f837d6b	එතන මුස්ලිම් පල්ලියක් තියාගන්න මට අවශ්‍ය නෑ
ef8ff3403e	ඔවුන් සතු තවත් වස්තුවක් නොමැත.
ef902edd3a	ගම්පහ පාසල් දෙකකින්
ef9063eacc	කිසිත් අසන්නට දකින්නට නොහැකි විය
ef90c17b6b	එහි පැමිණි අපව පිළිගනු ලැබුව
ef9112f945	ඉන්ද්‍රඛීලයක් වගේ කියලා.
ef916fbeb7	හිතට එකඟව උඹට ඒක නැහැයි කියන්න පුලුවන්නම්
ef91948090	මැලිකමක් දක්වන බවත් පැවසෙන අතර
ef91bbb356	මනා සිහි නුවණින් යුතුව
ef91d6d1a1	කිඹුලිය ඒ ආසන්නයේ රැඳී සිටිමින්
ef927d9e67	කොතෙකුත් හමු විය හැකියි.
ef92a28b59	cooking games free
ef92adeb4c	අර සීකර් අල්ලන්න මායාමය ලුහුබැඳිමේ සිතියමක්
ef92c0531d	අප හැදියාවේ මහා පිළිවෙතයි.
ef92d4b8dd	අන් සියලූ දෙනා මෙන්ම
ef93128d21	අමාරුයි තමයි.
ef93462d7f	උන් මට වඩා හින්න වුනා
ef938c5a67	කැඩපතක් බඳු විය.
ef94277164	දේවදත්ත බුදුරජාණන් වහන්සේ පිඬු සිඟා වඩින වීදිය
ef9449ee49	Bank of ceylon
ef944bafbe	එනම් ආලෝකයේ ස්කන්ධයක් තිබිය යුතුය
ef968da3b2	දායකව සිටින්නේ මේ අඛිලය
ef9691902b	ඒක ඔවුන්ට
ef96aa9d18	අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවේ
ef96c6ce22	ඔහු පිළිතුරු දුන්නා
ef97d32ab4	ආපසු එන්නට ඕනෑ
ef97e51556	ඒවා බලාගෙන
ef983a9234	නැති කරන්න බෑ
ef989d3a4f	ඔය සරා කියපු
ef9927a869	වෙලාවක් තිබුණෙ නෑ
ef9984b8a7	නොයකුත් රසායනිකයන් මිශ්‍ර කර
ef99c60ab6	එසමයෙහි අග්‍රශාවක
ef99fb83d8	මෙතනින් එහාට කියවන්න එපා
ef9a7daa7d	මේවා ගැන එකින් එක පැහැදිලි කිරීමට
ef9a94645d	එදිනෙදා ගෘහස්ථ පරිභෝජනයට
ef9be26e21	ඔක අදාල වෙන්නෙ
ef9c1df881	පුදුමත් හිතෙනවා.
ef9c2250d7	තැන්කූ පොතේ ගුරා මචන්
ef9c2e2774	භාරතීය ජනතා පක්ෂය තීරණය කළේ ද එහෙයිනි.
ef9c3fbcb6	ලේඛනය මෙසේ ඇරඹී
ef9c8a6dd9	මොකද මාර්ගයේ කිසිම තැනකින්
ef9ce6973a	දේපළ ආහාර හා අස්වැන්න විනාශ කොට දමන ලදී.
ef9cefb07a	කියල වත් දන්නේ නැතුව ඇති
ef9d4a14e1	අන්න එතනින් තමා
ef9d58c046	ජීවිත පරිත්‍යාග කර අවසන් කරන ලද්දේ
ef9d9af1e3	ගාමිණී සර්
ef9dce7939	window 8 activator
ef9e1da081	විවිධ නිර්මාණයන් කිරීමටද සැලසුම් කර ඇත.
ef9e58738e	වයස අවුරුදු පහළොවෙන් පසු දරුවන් වෙන් ව ජීවත්විය යුතුයි කියා.
ef9e825dcb	ප්‍රවේශමෙන් සිදුකල යුතුය.
ef9ee332ff	එයට හේතුව දකුණු සුඩානය
ef9f03affa	අපේ මේ උද්‍යානය තුළ
ef9f25f4be	ක්‍රමයෙන් ඔහු විසින්ම මුලාවේ වැටී ඇත
ef9f85dcb6	පිළිවෙළින් අසන ලද
efa0a740e0	ඔය වගේ මානසික තනි ආතල් වල
efa0ca8e15	ඉරටු වලට ලම්භකව දාන
efa122b656	දැනෙන්නේ මේ ගම්බිම්වල පය ගැසූ විටය.
efa13e9f8b	අද අදම චතුරාර්ය සත්‍යය අවබෝධ කරගත යුතුයි
efa15ccb7f	එම පිළිමය
efa1ca43c2	අපිත් එක්ක හොඳට ලස්සනට සාකච්ඡා කළා.
efa2027362	අයියා එක්ක යන්න කියලා
efa26bc978	නිකං බොරුවට බෝපැලයක් වගේ ඉන්න මාව
efa29eb69b	පළාත් සභාවට එරෙහි සටන
efa2b40410	වෙනත් විහාර හා සසඳා බැලීමේදී
efa2cde24d	යුතු විචාරාත්මක ගුණයකි.
efa31cbfee	ඔවුහු හැඳින්වෙති.
efa3913851	උපන්න රටවල් වලවත් අද ක්‍රියාත්මක නෑ.
efa3b9e65b	කල්පනා කරන්න
efa46720e5	ඒ ගම්වාසීන් ඉක්මණින් කුටි හැදුවා.
efa4bab642	ඒත් මේවා කෙලවර වෙන්නේ
efa5062f56	දෙවිවරු පවා වෙනත් ආත්මභාවවල උපත ලබති.
efa5a79da9	කිරි පැකට් ටික ගෙදරටම ගෙනෙත් දෙයි
efa5b647d3	මනස දියුණු කිරීමෙන්
efa6b7406c	හරියට නිකන්
efa6edb5cc	යනුවෙන් ඔහු සඳහන් කළේය
efa71db7e8	නිකුත් කර තිබේ.
efa7e25472	ගෙදරටද කී බව කියන ගයාත්‍රී
efa8a08e30	දිනන්න බැරිවුනු නිසා
efaa6fc38e	බුදුබණ අසන්නමයි.
efaa8a4864	වෙනසක් හැටියට පෙනේ යැයි පවසා ඇත.
efaab56b82	සාහිත්‍ය කලා ලොවේ
efaba5c03c	කල් දමන්නේ නැතුව කළා
efabd6014e	මීළඟට අපේ අවධානය යොමු විය යුත්තේ
efacf04f8e	අප ජීවත් වන්නේ
efad3da999	ගොන් කරත්තයක්.
efada86ac4	මූලික වූ කේන්ද්‍රස්ථාන කීපයක් ගැන
efae091fe4	මුල් බුදු දහමට ම බුදුන් දෙසූ දහමටම ඇතුළත් ධර්මයකි
efae0cc735	lak hiru
efaf0245b5	මෑද පෙරදිග වහල් සේවයට යවනවා
efaf1778bc	නාම රූප සමුදයා චිත්ත සමුදයෝනාම රූප
efaf5e5eaa	මෙහි හතර කොටසකි.
efaf73bc84	මෙසේ වඩිද්දි
efaf9c6632	ආගමික නියමයක් මත ඇඳුම් තෝරා ගැනීම
efb09d5268	එක දවසක සෙත් එනවා
efb0c94787	වස විෂ පානය කොට මිය යයිද
efb1b61c0b	මං අහලා තිබුනේ
efb1d23bea	වැඩියෙන් ඥානය වර්ධනය වෙයි
efb1f6bfe9	එයට සැතපුම් කීපයක් මෙපිට
efb261108e	ඔහුට හැකියාව ලැබුණා
efb271332d	සැබෑ ප්‍රශ්නය සොයන්න
efb29222b7	එය දන්නේ ද ඈ පමණි
efb2b05bf2	එහෙම වෙන එකක් නම් නැහැ.
efb2b3d009	කියලා ප්‍රයෝගිකව ඔප්පු කරලා තියෙනව්
efb3177b3f	රැක ගන්න ඕන වෙලාව.
efb4a6fd46	විචාරාත්මකව යටත් වැසියන් නොවන
efb51aab0f	ඇස්‌ දෙක පේන්න
efb6074442	ඒක නෙමේ කකා නරකද
efb6133722	හොඳ ආදර්ශමත් කතා පුවතකි.
efb617dc4d	කෑමද තායි කට්ටිය කෑමද?
efb636aa24	දෙවන ලෝක යුද්දෙ නිසා
efb694887a	එසේ විශ්වාස නොකෙරෙන බවත්ය.
efb6b86fe1	මොකෝ මම හොඳ උනාට.
efb7c8e1af	ගමනේදී හමුවන සොඳුරු දසුන්
efb7dea0cd	වෙලාගත් කළ මෛත්‍රි සිතට ඉඩක් නැත.
efb7e184b1	එකක් ප්‍රසිද්ධ ස්ථානවල කියනව
efb81944be	මේවා ගැන සිටිය යුතු කාලයක් මේ.
efb852e5ad	sindu
efb8aea69f	එයාගෙන් උඹේ ජාතියට වැඩක් වෙන්නේ නෑ
efb8afcc31	බොරුවක් නම් එය විනය අටුවාවට ඇතුළත් කළේ කුමටද?
efb8cb02eb	” පන්සලේ වැලි අවුස්සන්න එපා පුතා පව්”.
efb9235538	මුදලක් ද ඔහු අත නොවීය
efb9425e33	බුදුරජාණන් වහන්සේගේ ශ්‍රාවකයින් සෝවාන් වුණා.
efb9d5d3e4	එය මට සමාධිය පිණිසත්
efba29c5e7	full throttle saloon
efba30d958	ඉතින් ඔන්න එහෙනම් ඔයාලට බාරයි
efbb57cf21	උන්වහන්සේ පවසති.
efbb5c496c	දෙස් විදෙස් සැදැහවතුන්ගේ
efbc3144b3	අපිට දුක කොමඩු කන්න
efbd5eb9ec	එවකට විර පරාක්‍රම නරේන්ද්‍රසිංහ රජතුමා
efbec1bd39	විශාලම දඩය මෙය බව සැලකේ.
efbedb0fe9	මනා ලෙස අධ්‍යක්ෂවරයා වටහාගෙන තිබුණි
efbee778ed	මෙතන කුමක් හෝ පටලැවිල්ලක් වෙලා.
efbef3177e	බොරු ප්‍රචාරයක් ගෙනිච්චා.
efbf10e6d6	ඔයාලගේ ජීවිතත් එක්කත්.
efbf14b19b	පුංචි දුවේ මගෙ පුංචි පුතේ
efbf95ffea	ඔයාලටම හොයා ගන්න පුලුවන් වෙනව.
efbfa920e1	එයින් මගියාගේ කාලය නාස්තිවීමත්
efbfeec017	poison arrow frog
efc0162fab	නාම රූප සමුදයා චිත්ත සමුදයෝනාම රූප
efc0816154	මේ සෑම පැතුමක් ම ඉටුවේ දැයි සැක සහිතය.
efc095dd90	අපි පොඩි එවුන්ගෙනුත් ඇහුවා
efc0a66a83	අපේ පන්සලේ ලොකු හාමුදුරුවෝ
efc0c5883e	දෙවන වරටද පරාජය විය.
efc0eba08b	ඉතින් වැරැද්ද මොකද්ද කියල අහන්න කලින් පොඩ්ඩක් නියම ධර්මය ඉගෙන ගෙන ඉන්න.
efc11ae1d6	අවසන් මහා තරගය වන තෙක්ම
efc19a8df7	බුදුදහම හැමවිට ම
efc1a8b620	වාතාවරණයක් යෙදෙන බව පෙන්නුම් කෙරේ.
efc1b38003	රත්නත්‍රය කෙරෙහි ශ්‍රද්ධාව ඇති ව
efc1f2f6be	තරුණිය ඔහුට මතක් කර සිටියා ය.
efc1fd5a80	මහෝපකාරී වේ.
efc245dfda	සෙත්කවි කරන ලද අවස්ථා මා දැක ඇත.
efc2475450	ඉක්මන් තීරණ ගෙන කටයුතු කරන දවසකි.
efc2de55e6	වෙනදාට වඩා තරමක් රෑ
efc336fecc	යම්කිසි කෙනෙක් පළමුවෙනි ධ්‍යානය උපදවාගෙන
efc347064a	උපරිම අයුරින් අපේ කණ්ඩායම සේවය කරනවා
efc34f0703	පෞද්ගලික ගනුදෙනුවක්
efc399a8e5	නාරද තෙරණුවන්ව වෙනස් කොට තිබිණ
efc4391812	කියල දැනගන්න බාගෙනම බලන්න වෙනව
efc4c776e1	එළ කිරි වැඩක්
efc4f368ec	අපරාදේ මම ඔබතුමාව
efc500eac4	තිසර පෙරේරාගේ අනගි ඉනිමෙන් ගොඩනැගුණු
efc5c62249	මාසෙකට සැරයක්වත් කොල්ලො අඩියක් ගැහුව
efc5cc1f4d	අනුමත කරන්න බෑ.
efc5d270cf	එම ප්‍රාසාදය ගෙවදීමේ මංගල්‍යයට
efc657e736	වෙන්නත් පුළුවන්.
efc70ef351	අනික කරුන නම් ශාක්‍ය වංශය
efc75daeeb	හදුනාගත හැකිය.
efc80730f1	පොළොන්නරුව බිඳ වැටීමෙන් පසු
efc82f31bb	අනිත් උන් බලනව
efc93f8887	ගෝඨයිම්බර යෝධයා හිටපු කාලෙට වඩා අවුරුදුකට විතර පස්සේ.
efc960e1a2	අන්‍යයන්ට නිතර ආමන්ත්‍රණය කරන්නේ නම්
efc983aeaf	එක රටට නායකයෙක් වෙන්න
efca13979b	මේ දේ ගැන මම ආඩම්බර වෙනවා.
efca8977b9	මළගියවුන් වෙනුවෙන්
efcb92fa91	එය මිච්ඡාජීව ලෙස නම් කළ හැක.
efcbe61d7b	කතන්දර ඔවුන්ගේ ජීවිතවලට කොයිතරම් නම් බලපාල තියෙනවද
efcc1265fd	කෝලිත කියන තරුණයා කළු පැහැයෙන් සිටියත්
efcc69dd3f	රාත්‍රී කාලයේ ගොඩබිමට පැමිණ
efccdd6833	එයට මහජනතාව කදිම පිළිතුරක්
efcd23bca8	හැමෝම දන්නවා
efcd309f39	රජවරු නිර්මාණය කර ඇත.
efcd622ee8	වැඩීමට ඉවහල් වෙයි.
efcdea0a13	මගෙන් දැනගන්න ඕනෙනං
efce00abb7	හැබැයි ඒකේ අය මේකේ ඇවිත්
efce56b84e	ගොවින් අතර විශ්වාසයක් තිබෙනවා.
efce642ccd	අප සිහින පවා දකින්නේ
efce67ffd8	ඊට පස්සේ අපි යන්නේ
efce958a0c	අලුතින් හිස් කබල් හතරක් මතු වූ බව
efcec6a730	ඒ ඉගැන්වීම් ඉන්දියානුවා බොහෝදුරට පිළපදින බැවිණි
efced8f677	application
efcf04e622	කපිලවස්තු නුවර නම් වන්නේ ය.
efcf27e7e4	එහිදී ජනාධිපතිවරයා
efcf8a7db1	මේ වැඩසටහනේ කියවෙන්නේ නැත.
efcfd0b8a1	එක් ඇතෙක් වෙනුවට ඇත් පැටවුන් දෙදෙනෙකුම
efcfd30262	එයට හේතුව යැයි බුදුහු දෙසූහ.
efcfd4fc8f	ඔවුන් ද ප්‍රතිප්‍රහාර එල්ල කර තිබුණි.
efd01db86c	අමෙරිකානුවෙකුගෙන් ඇසුවොත්
efd01e2a54	මෙනිසා අධිපති ධර්මයන්ගෙන්, ධම්මාධිපතෙය්‍ය සීලය
efd073bb52	බැරි නෑ.
efd07c2122	මටත් කිසි වෑඩක් නෑ.
efd0977890	හැමදේම සාර්ථක වුණා.
efd1000f07	හැකි සෑම උත්සාහයක්ම ගනී
efd196c628	ගොඩායි නොවැ?
efd1f1a1ad	සිංහල සේවය කළ විමසුමකට
efd1f5571c	ඉතින් ප්‍රශ්නය නැවතත්
efd2361dc2	duck picture
efd24eeb91	ඒවායින් එකක් පෘතුගීසීන් කෝට්ටේ දී
efd3240eb2	දෙලොව සැප සාදනු ඇත.
efd35157e5	අමුතුම බුද්ධිමත් බවකින්
efd3cf5947	මට තමුසෙ කියන ගොන් කතා
efd3d5486b	අපට අවශ්‍ය ඔබේ සිරුරේ කොටසක්
efd41ec0e4	බිම වැටෙන්නට වුනා.
efd47a95fe	බෝධි අංකුරය
efd4a7a09f	මමත් පාවිච්චි කරන්නේ.
efd4e7ed2e	ජීව ලෝකවල වෙසෙන
efd57be59c	උඹට දඹාන අවුල්ද?
efd5e3b0cd	කෝටි දෙකකට ආසන්න විදෙස් මුදල්
efd63728a7	තව කතාවක් දෙකක් ලියලා
efd6b3d8b7	හරි යන්නෙ නෑ ගොයියො.
efd6e45a6b	ඔය මඟුලට ගිනි නරියා එක්කම
efd71713b1	පුද්ගලයා කරන ක්‍රියාවන්
efd745c49e	ජීවිතය දෙස ආපසු හැරී බලන්නටවත් සිතෙන්නේ නැත
efd7fc648a	සියලුම දුම්රියවලට උපරිම ධාරිතාවය
efda0493f0	වෙන් කරලා දක්වන්න අමාරු කාරණාවක්
efdab23722	බහු වචනෙන් 'ගොනා තන් දෙකම කයි'
efdaf76939	ආගමික කටයුතු සිදු කරල තියෙනවා.
efdb21a95d	standard phraseology fletcher & moor
efdbb0222d	නමුත් එය ක්‍රියාත්මක කරවීම
efdbbdcb2b	එතකොට අපේ ඉල්ලකයට යන්න අපහසු වෙනවා
efdbdf5f5b	පිළිතුරු වැඩකට ඇති ඒවා දැයි
efdc125ca1	පුද්ගලයා සමාජය තුළ ක්‍රියාකාරී වනවිට
efdcb4db55	ගණිකා නිවාසයක දොරේ නොවේ නේද?
efdd09347f	ඔය එකක් නිසාවත් නෙමෙයි
efdd2046cd	ඒත් ඒ එකක්වත් හරියන්නෙ නෑ කියලා
efdd93b1d5	ආචාර්ය නලින් විසින්
efddd34557	ඒක ගැන කියන්න
efde78897d	අපෙන් වෙන් වී යද්දී
efde96480b	අපව අත් නොහැර හිටපු ජනාතවක්
efdea25839	එන්නට ඇතැයි පොලිසිය සැක කරයි
efdf93824e	එනිසා වැද්දන්ගේ ජීවත්වීම පිණිස
efdfa29860	පාරෙ අයිනක නවතිනවා
efdfeabd4e	එය වර්තමානයේ හඳුන්වන්නේ
efe05861c2	අවිධිමත් ප්‍රචණ්ඩ සමාජයක
efe07d3588	එය කොටස් තුනක් ලෙස
efe097cb0d	තමන්ගේ පරම්පරාවේ කෙනෙක් ඉස්සරහට ගන්න
efe16d5eb2	ඔබ නැවත නිරෝගී වේවායි පතමි.
efe1830379	දැන් අපි කියවමු.
efe1e69ec3	ඉතා විශිෂ්ට කවිය
efe21070ae	මෙතෙක්කල් හිරු උදාව සිදුවුණේ සමනල කන්දට තෙවරක් නමස්කාර කරමින්.
efe221b18e	අකිල මට කිව්වේ
efe32e6233	මගේ අදහස අමතක කළත්
efe3416159	තලතා අතුකෝරල මන්ත්‍රීවරිය පවසන්නීය
efe487e044	සතුටුවෙන්නේ එමගින් අපේ ජාන ඉදිරියට යෑම
efe4c648fb	එම නිසා බටහිර විද්‍යාව හදාරන්නේ
efe541048d	අශෝකයන් විසින් ලුම්බිණිය වැඳපුදාගෙන
efe5d4530c	ආනයනය කරනු ලබන බෝට්ටු
efe68852c6	සිංහල වචන කතා කරන අයට කියන්න.
efe723609f	ඉතාමත් සිත් ගන්නා සුළුයි
efe754f11c	ජීවනෝපාය මාර්ග සැලසීමට
efe786095f	ඔබගේ අතේ මිල මුදල් ගැවසෙන්නේ
efe7987062	අසිරිමත් දේශනාවන් මෙහි අන්තර්ගත වේ.
efe7b5ef63	ඒ වන විට දර්ශන වාද හැට දෙකක්
efe806cb59	අනුයුක්ත කළ යුත්තේ
efe83d408a	හැබැයි ඒ ගොල්ලන්ට නම්
efe85d4ffe	අනික ලැබෙන හැම නිර්මාණයකටම
efe8f6c5cb	රසවත් විදිහට සිංහලට නගන්න තැත් කළා.
efe924ca5b	අනුන්ගෙ ප්‍රශ්න පල්හෑලි ලෙස දැක්වූ
efe99934b4	මෙකී ගැටලු මගහරවා ගැනීම වෙනුවෙන් වැදගත්ය
efe9ade871	ඉතා සාධනීය වේ
efea0c3aa5	නිකන් බාගෙන විතරක් යන්න එපා.
efeae3b0a8	srilankan vegetable
efeaee012f	බෙරවර්ග දෙකකි
efeb593e07	ඔබ කියන බොහොමයක් දෑ
efeca1fc44	කුතුහලය මුසු ප්‍රශ්නය.
efeca7d3b4	එහි කම්මල් ඔරුවෙන් මතුවන
efeceaa5ea	මුකුත් කිව්වේ නෑ
efed5d14e5	පිරිමි අයට ආරූඪ වෙලා
efee213087	මින්පසු කැටයම් ශිල්පියා විසින්
efee89a115	මා විමසූයේ එවන් නීතියක් ඇත්තේ කොහේද යන්නයි
efee9fbdc2	ගුවන් ගත කරන්න හැකියාව තියෙනවා කියල
efef0b7f41	අවසර ලබාගත් ඇය
efef4fae7b	පෙරහර සංස්කෘතිය ඉස්මතු විය.
efef51172f	සමස්ත ගොවියන්ගේ කම්කරුවන්ගේ පීඩාවට ලක්වන දරු දැරියන් ගැන
efef6e8208	රූපය සමඟ ගුණය අත්වැල් බැඳ ගත් විට
efefdd1875	උත්සාහ නොකර.
eff098aa3b	ඔබලා ආනන්දයන් උනන්දු කළයුතු නැහැ.
eff0e55d2b	වූ ගිරවා වැනිය.
eff263d20c	නාසා ආයතනය පවසන්නේ
eff2bc135d	මොකද එච්චර උනන්දු කරවල
eff2d53a15	එවැනි උපතක් ලැබූ
eff2ead05c	අපේ රට බූගොලිය වශයෙන්
eff326f95a	සෝම හාමුදුරුවෝ පෙන්වා දුන්නා.
eff3619883	කොහොම වෙතත්
eff3832b2c	පුද පූජාව පැවැත්වීම් ආදිය
eff46a3258	පැනල දුවන සතුන් ජාතියක්.
eff5f77049	දැම්මේ නෑ කියලනේ?
eff5f845ec	රට මුහුණ දී සිටින අර්බුදයේ තරම ඉතා පැහැදිලි වේ.
eff6085ae5	දෙන්න ඕනි පිරිවෙන් අධ්‍යාපනය
eff656daf1	තෙලිඟුනම් අතෑරිල්ලක්නම් කොහෙත්ම නෑ! ජයවේවා! ස්තූතියි!
eff657b401	පොදු රාජ්‍ය මණ්ඩලීය ශිෂ්‍යත්වයට ඉල්ලා,
eff69d04df	මොහනයට පත් කිරිමත් අසිරුයි
eff6ec9eef	දුරකථනය ‍පොලිස් කොස්තාපල් වරයාට දිගුකර ඇත.
eff7590e96	දුක් පීඩාවන් විඳි නමුදු
eff7613b73	ඒවයින් තුවාල ලැබූ අයට
eff78f74c6	ඉතිං ඔවුන් කරන ඒ කරන කැපවීම
eff7bcdecf	අපේ සමාජේ සිදුවෙලා තියෙන්නේ.
eff84a6f2b	සමාජ තතු පිළිබඳ ප්‍රබල විවේචනයකි.
eff8e22277	එය කලහැක්කේ සත්ව ආහාර සඳහා
eff93b3335	මරණ ධර්මය
eff94052f1	thanking card verse for presenter
effa2683d6	මොකද මම අහපු ප්‍රශ්නවලට
effa52ccc4	මේකේ කතාව කිව්වොත්
effaad4e77	කල්පනා කරන්නේ.
effab9edd6	බටය දිගේ අඟුරු වලට ගිහිල්ල ඒක රත් වෙනව
effaf3a5cd	අනික දෝශාභියෝගයෙන් මීට
effb0add5c	ඇය අලූත් පුත් කුමරුන්ට හොඳ ආත්තම්මා කෙනකු
effb1a1ec2	මගේ ජීවන රටාව තුළ ඉඳගෙන
effb2e8b7c	ඒකයි මම අද ලිපියට
effb4f4ae1	එවරස්ට් කඳු තරණයට වැඩිම පිරිසක් එන
effb562408	අපි සතුටු වෙන ආකාරයට ඉන්නවාද
effb73fb75	අලුත් දෙයක් විදියට පෙනෙන්නේ.
effb842bcd	කිව්වනම් නරකද?
effbbb9f8d	ඉදිරියට යාමක් පෙන්නුම් කරයි.
effbf1e4b2	විදේශීය ආයෝජකයෝ රැසක් ද
effc9dca7b	xp pro sp3 product key
effdbc3c78	නොසිතූ නොපැතූ ලෙස ඝාතනයට ලක්‌ව ඇත.
effdd5e511	හැමදේම අවුල් එකේ
effddce4ee	ගොස් තිබේ.
efff4f4a1d	වර්තමාන අසමානතාවාදී අධ්‍යාපන පද්ධතිය
efff5108bd	එවිට කරන්නේ මොනවද
efff884ba5	නිර්මාණ විතරයි බාර ගන්නේ
effff07412	එතකොට එකෙක් හරි එනවා
effff86759	මේ අවුරුද්දේ දිගටම
